id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seats_Available
3526,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Bmcc Travels,A/C Sleeper (2+1),23:45,07h 30m,07:15,2.4,720.0,27
3527,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Zingbus Plus,A/C Sleeper (2+1),02:30,07h 15m,09:45,3.1,831.0,5
3528,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),21:45,05h 15m,03:00,2.6,1200.0,13
3529,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,National travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:55,05h 05m,05:00,2.3,1350.0,29
3530,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Morning Star Travels,A/C Sleeper (2+1),23:00,06h 00m,05:00,2.0,990.0,26
3531,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,S.L Travels,NON A/C Sleeper (2+1),23:59,08h 01m,08:00,2.5,780.0,20
3532,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Yolo Bus,Bharat Benz A/C Sleeper (2+1),02:50,08h 06m,10:56,2.7,1119.0,1
3533,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Bmcc Travels,Non A/C Seater / Sleeper (2+1),02:25,05h 50m,08:15,1.3,958.0,1
3534,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),19:30,05h 45m,01:15,2.6,1300.0,31
3535,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),17:15,06h 25m,23:40,1.6,1200.0,21
3536,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,KSM Roadways,A/C Volvo B11R Multi-Axle Sleeper (2+1),02:30,04h 45m,07:15,4.7,1749.0,4
3537,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,KSM Roadways,Bharat Benz A/C Sleeper (2+1),01:00,05h 35m,06:35,4.7,1609.0,6
3538,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,KSM Roadways,A/C Volvo B11R Multi-Axle Sleeper (2+1),01:30,05h 30m,07:00,4.7,1699.0,2
3539,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,TVK TRAVELS,Bharat Benz A/C Sleeper (2+1),02:30,05h 30m,08:00,4.7,1109.0,13
3540,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,KSM Roadways,A/C Volvo B11R Multi-Axle Sleeper (2+1),02:10,04h 55m,07:05,4.7,2049.0,12
3541,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Intercity travels,A/C Sleeper (2+1),01:45,05h 45m,07:30,4.5,1199.0,1
3542,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),02:30,06h 55m,09:25,4.3,1299.0,4
3543,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),01:30,06h 00m,07:30,4.3,1299.0,2
3544,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Go Tour Travels and Holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:45,06h 15m,05:00,4.0,1140.0,32
3545,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Go Tour Travels and Holidays,A/C Sleeper (2+1),03:00,06h 00m,09:00,4.0,1206.0,2
3546,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Go Tour Travels and Holidays,Scania AC Multi Axle Sleeper (2+1),01:45,05h 45m,07:30,4.0,1139.0,1
3547,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Go Tour Travels and Holidays,Scania AC Multi Axle Sleeper (2+1),02:15,05h 45m,08:00,4.0,1291.0,1
3548,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),02:52,06h 38m,09:30,3.9,2010.0,1
3549,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),20:30,06h 00m,02:30,3.7,925.0,27
3550,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:59,05h 31m,05:30,3.7,1125.0,39
3551,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Sri Megha Travels,Non A/C Seater / Sleeper (2+1),02:30,04h 30m,07:00,3.5,997.0,2
3552,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),23:59,06h 01m,06:00,3.3,900.0,28
3553,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),21:55,05h 05m,03:00,3.2,1300.0,20
3554,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:25,05h 15m,04:40,3.2,1200.0,22
3555,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,SLC Road Lines,A/C Sleeper (2+1),00:30,05h 30m,06:00,3.1,1199.0,2
3556,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,BigBus,Volvo 9600 Multi-Axle A/C Sleeper (2+1),17:30,06h 00m,23:30,4.8,2000.0,27
3557,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Lemon Travels,Volvo Multi-Axle A/C Sleeper (2+1),01:30,05h 10m,06:40,2.9,861.0,15
3558,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Swamy Ayyappa Travels,Volvo Multi-Axle I-Shift A/C Sleeper (2+1),23:45,05h 00m,04:45,3.1,1600.0,28
3559,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,BigBus,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:45,05h 30m,02:15,4.6,1000.0,26
3560,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,PRAMUKH TRAVELS,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:30,05h 00m,00:30,5.0,2849.0,34
3561,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Intercity travels,Bharat Benz A/C Sleeper (2+1),03:00,05h 30m,08:30,4.5,1499.0,1
3562,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,National travels,Scania AC Multi Axle Sleeper (2+1),01:45,04h 15m,06:00,2.3,1260.0,8
3563,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,National travels,VE A/C Sleeper (2+1),03:10,06h 05m,09:15,2.3,1539.0,21
3564,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Dream Line Travels Pvt Ltd,VE A/C Sleeper (2+1),02:05,07h 55m,10:00,4.0,2220.0,9
3565,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Go Tour Travels and Holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),01:45,05h 45m,07:30,4.0,2849.0,35
3566,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Morning Star Travels,A/C Sleeper (2+1),00:30,06h 00m,06:30,2.1,1090.0,2
3567,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,SL Travels,A/C Sleeper (2+1),00:45,04h 15m,05:00,1.9,816.0,27
3568,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),19:30,06h 30m,02:00,2.0,1699.0,29
3569,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),03:30,05h 30m,09:00,2.0,899.0,2
3570,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,NS Holidays,NON A/C Sleeper (2+1),02:00,05h 00m,07:00,3.8,1050.0,6
3571,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,PSK Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),17:45,06h 10m,23:55,3.4,840.0,27
3572,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,S.L Travels,Non A/C Seater / Sleeper (2+1),23:59,08h 01m,08:00,2.9,1000.0,41
3573,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Bmcc Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),01:50,03h 40m,05:30,2.3,1200.0,42
3574,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Bmcc Travels,NON A/C Semi Sleeper / Sleeper (2+1),02:30,04h 45m,07:15,2.3,1049.0,2
3575,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,National travels,Bharat Benz A/C Sleeper (2+1),01:45,06h 35m,08:20,2.3,1550.0,32
3576,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Morning Star Travels,A/C Sleeper (2+1),02:30,04h 30m,07:00,2.1,990.0,1
3577,Kurnool to Bangalore,https://www.redbus.in/bus-tickets/kurnool-to-bangalore,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),03:30,05h 30m,09:00,2.0,1949.0,24
3578,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 9291,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00,08h 30m,15:30,3.9,501.0,30
3579,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 51535,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:45,06h 00m,13:45,4.0,469.0,33
3580,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 6414,INDRA(A.C. Seater),08:30,07h 05m,15:35,3.1,606.0,35
3581,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 6428,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:00,06h 15m,15:15,3.8,469.0,32
3582,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 6436,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,06h 15m,16:45,2.7,469.0,33
3583,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 6606,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00,06h 15m,17:15,4.0,469.0,32
3584,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 51511,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,06h 15m,18:15,3.0,469.0,32
3585,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 51538,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,06h 35m,19:05,2.8,469.0,32
3586,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 51503,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,06h 15m,19:45,1.9,469.0,32
3587,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 5656,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,08h 15m,22:15,3.8,501.0,33
3588,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 6104,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,08h 40m,04:40,4.1,501.0,33
3589,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 6034,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,07h 00m,03:15,3.7,469.0,33
3590,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 51270,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,07h 50m,04:35,4.4,469.0,33
3591,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 6068,STAR LINER(NON-AC SLEEPER 2+1),21:00,06h 15m,03:15,3.7,649.0,22
3592,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 6551,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,08h 05m,05:45,3.9,501.0,34
3593,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 51530,STAR LINER(NON-AC SLEEPER 2+1),21:45,08h 00m,05:45,3.0,607.0,27
3594,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 6423,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,08h 00m,05:45,3.6,501.0,32
3595,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 6418,INDRA(A.C. Seater),22:00,06h 35m,04:35,3.3,606.0,25
3596,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 6547,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,07h 30m,05:30,4.0,501.0,32
3597,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 6432,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,06h 00m,04:45,3.9,469.0,32
3598,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,APSRTC - 6421,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,06h 00m,05:55,3.6,469.0,31
3599,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,VEERA BRAHMENDRA TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,06h 50m,04:20,4.2,450.0,28
3600,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Indu Travels,Non A/C Seater / Sleeper (2+1),22:00,06h 30m,04:30,4.3,405.0,37
3601,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Indu Travels,Non A/C Seater / Sleeper (2+1),21:45,06h 35m,04:20,4.1,450.0,32
3602,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,BRS Travels,NON AC Seater / Sleeper 2+1,22:30,06h 30m,05:00,4.0,500.0,41
3603,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Indu Travels,A/C Sleeper (2+1),21:35,06h 25m,04:00,4.1,765.0,18
3604,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,INDHU BUS,Non A/C Seater / Sleeper (2+1),21:40,06h 30m,04:10,3.9,499.0,40
3605,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Indu Travels,Non A/C Seater / Sleeper (2+1),22:00,06h 00m,04:00,3.6,360.0,31
3606,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,PRL BUS,A/C Sleeper (2+1),22:55,05h 05m,04:00,4.1,1100.0,22
3607,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,SLNS Travels,Non A/C Seater / Sleeper (2+1),22:00,07h 30m,05:30,3.6,620.0,23
3608,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,INDHU BUS,Non A/C Seater / Sleeper (2+1),21:20,06h 50m,04:10,4.4,499.0,30
3609,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,PRL BUS,Non A/C Seater / Sleeper (2+1),22:30,05h 50m,04:20,4.2,600.0,35
3610,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Indu Travels,Non A/C Seater / Sleeper (2+1),21:35,06h 45m,04:20,3.8,360.0,34
3611,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,BRS Travels,A/C Sleeper (2+1),22:30,07h 00m,05:30,3.9,800.0,25
3612,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Indu Travels,Non A/C Seater / Sleeper (2+1),22:00,06h 30m,04:30,3.8,360.0,37
3613,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,SRI AVANI,Non A/C Seater / Sleeper (2+1),21:10,07h 20m,04:30,4.5,450.0,32
3614,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Maheswari Travels,Non A/C Seater / Sleeper (2+1),21:55,06h 05m,04:00,3.6,499.0,25
3615,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Vasavi travels,Non A/C Seater / Sleeper (2+1),22:00,06h 30m,04:30,4.1,444.0,45
3616,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,PRL BUS,Non A/C Seater / Sleeper (2+1),22:00,06h 00m,04:00,3.6,600.0,36
3617,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,KMR Travels,Non A/C Seater / Sleeper (2+1),21:30,06h 30m,04:00,3.9,400.0,30
3618,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,SREE RUDRA TRAVELS,Non A/C Seater / Sleeper (2+1),22:30,05h 30m,04:00,3.9,500.0,40
3619,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,AR & BCVR Travels,A/C Sleeper (2+1),21:50,06h 10m,04:00,4.7,930.0,32
3620,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:20,07h 10m,04:30,3.9,500.0,43
3621,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Maheswari Travels,Non A/C Seater / Sleeper (2+1),21:50,06h 10m,04:00,3.2,499.0,34
3622,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,HARITHA TRAVELS,Non A/C Seater / Sleeper (2+1),22:30,05h 30m,04:00,3.6,700.0,38
3623,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Dharshini Travels,Non A/C Seater / Sleeper (2+1),22:30,06h 05m,04:35,4.2,4000.0,22
3624,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,SEVEN HILLS TRAVELS,Non A/C Seater / Sleeper (2+1),22:10,05h 50m,04:00,4.3,450.0,30
3625,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Zingbus Plus,A/C Sleeper (2+1),22:30,05h 10m,03:40,3.7,753.0,26
3626,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,SEVEN HILLS TRAVELS,A/C Sleeper (2+1),21:30,06h 35m,04:05,3.4,900.0,23
3627,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,AR & BCVR Travels,A/C Seater / Sleeper (2+1),21:30,06h 05m,03:35,3.6,600.0,28
3628,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Deepna Travels,A/C Seater / Sleeper (2+1),22:00,06h 00m,04:00,3.2,550.0,29
3629,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Vasavi travels,A/C Sleeper (2+1),22:15,06h 15m,04:30,2.9,800.0,30
3630,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),21:20,07h 40m,05:00,3.6,599.0,30
3631,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:50,05h 40m,03:30,4.3,750.0,33
3632,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Zingbus Plus,A/C Sleeper (2+1),20:50,05h 20m,02:10,3.3,745.0,24
3633,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Sri Vaari Travels,A/C Sleeper (2+1),17:45,05h 15m,23:00,2.0,2290.0,4
3634,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Amala Travels,Non A/C Seater / Sleeper (2+1),21:40,06h 19m,03:59,1.7,400.0,25
3635,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:50,06h 10m,04:00,2.4,620.0,39
3636,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Vasavi travels,A/C Sleeper (2+1),22:15,06h 15m,04:30,1.8,800.0,29
3637,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Meghana Travels,A/C Sleeper (2+1),21:50,06h 40m,04:30,2.2,949.0,30
3638,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,KKaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),17:30,04h 20m,21:50,1.4,1200.0,20
3639,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Morning Star Travels,A/C Sleeper (2+1),22:00,04h 50m,02:50,4.4,990.0,30
3640,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,05h 45m,00:15,4.4,2080.0,21
3641,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Moksha Travels,A/C Sleeper (2+1),17:00,07h 10m,00:10,3.6,949.0,19
3642,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,VRCR Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:45,06h 00m,04:45,4.1,945.0,29
3643,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Vikram Travels,A/C Sleeper (2+1),20:20,07h 10m,03:30,4.1,909.0,21
3644,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Ramana Tours And Travels,A/C Sleeper (2+1),20:30,06h 00m,02:30,4.1,790.0,9
3645,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Jagan Travels,Mercedes Benz Multi-Axle A/C Sleeper (2+1),17:20,06h 39m,23:59,4.0,900.0,20
3646,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),22:30,05h 00m,03:30,3.8,550.0,40
3647,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,AR & BCVR Travels,NON A/C Sleeper (2+1),21:15,06h 15m,03:30,3.7,1000.0,29
3648,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Vasavi travels,Non A/C Seater / Sleeper (2+1),21:45,06h 40m,04:25,3.6,444.0,36
3649,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,SREE LEKYAA TRAVELS,A/C Sleeper (2+1),21:40,05h 50m,03:30,3.6,1000.0,36
3650,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,OVR Travels,Non A/C Seater / Sleeper (2+1),21:20,06h 40m,04:00,3.6,3000.0,39
3651,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Srivastav Travels,Bharat Benz A/C Sleeper (2+1),20:00,06h 35m,02:35,3.4,799.0,29
3652,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Matangi Travels,Non A/C Seater / Sleeper (2+1),21:45,06h 40m,04:25,3.6,741.0,40
3653,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,VEERA & SRI KALESWARI TRAVELS,Non A/C Seater / Sleeper (2+1),22:15,05h 45m,04:00,3.5,500.0,34
3654,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Balaji Cabs,Bharat Benz A/C Sleeper (2+1),18:30,05h 10m,23:40,3.5,1500.0,18
3655,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Sri Krishna Travels,A/C Sleeper (2+1),17:45,08h 15m,02:00,3.4,800.0,27
3656,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Matangi Travels,Non A/C Seater / Sleeper (2+1),21:05,07h 15m,04:20,4.4,760.0,39
3657,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Moksha Travels,A/C Sleeper (2+1),19:00,06h 50m,01:50,3.0,949.0,27
3658,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Muneer Travels,Non A/C Seater / Sleeper (2+1),22:15,05h 30m,03:45,3.3,500.0,40
3659,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Sri Mukundha Travels,NON A/C Semi Sleeper / Sleeper (2+1),21:20,06h 40m,04:00,1.7,3999.0,38
3660,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Tranzindia Travels,Scania AC Multi Axle Sleeper (2+1),22:30,05h 30m,04:00,5.0,1099.0,26
3661,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),18:30,07h 29m,01:59,4.5,510.0,33
3662,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,BABA TRAVELS,NON A/C Sleeper (2+1),21:25,06h 51m,04:16,4.2,3500.0,30
3663,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Nanthi Travels,A/C Sleeper (2+1),18:25,04h 35m,23:00,4.2,5900.0,34
3664,Hyderabad to Nandyal,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Nanthi Travels,A/C Sleeper (2+1),16:35,06h 20m,22:55,2.2,1800.0,18
